UID        PID  PPID  C STIME TTY          TIME CMD
root       781     2  0 07:08 ?        00:00:00 [vcn_jpeg]
systemd+   897     1  0 07:08 ?        00:00:00 /lib/systemd/systemd-timesyncd
systemd+   898     1  0 07:08 ?        00:00:00 /lib/systemd/systemd-resolved
root       935     1  0 07:08 ?        00:00:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
syslog     937     1  0 07:08 ?        00:00:00 /usr/sbin/rsyslogd -n
root       939     1  0 07:08 ?        00:00:00 /usr/lib/accountsservice/accounts-daemon
root       940     1  0 07:08 ?        00:00:00 /usr/lib/bluetooth/bluetoothd
root       945     1  0 07:08 ?        00:00:02 /usr/sbin/acpid
root       948     1  0 07:08 ?        00:00:00 /usr/sbin/cron -f
message+   949     1  0 07:08 ?        00:00:06 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
avahi      965     1  0 07:08 ?        00:00:00 avahi-daemon: running [darket-HP-245-G7-Notebook-PC.local]
root       966     1  0 07:08 ?        00:00:00 /usr/sbin/ModemManager --filter-policy=strict
root       967     1  0 07:08 ?        00:00:01 /usr/sbin/irqbalance --foreground
root       968     1  0 07:08 ?        00:00:15 /usr/lib/snapd/snapd
root       969     1  0 07:08 ?        00:00:05 /usr/lib/udisks2/udisksd
root       972     1  0 07:08 ?        00:00:05 /usr/sbin/NetworkManager --no-daemon
root       975     1  0 07:08 ?        00:00:00 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
avahi      989   965  0 07:08 ?        00:00:00 avahi-daemon: chroot helper
root       991     1  0 07:08 ?        00:00:01 /lib/systemd/systemd-logind
root      1029     1  0 07:08 ?        00:00:01 /usr/lib/policykit-1/polkitd --no-debug
root      1078     1  0 07:08 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root      1080     1  0 07:08 ?        00:00:18 /usr/bin/containerd
root      1085     1  0 07:08 ?        00:00:02 /usr/bin/anydesk --service
root      1104     1  0 07:08 ?        00:00:00 /usr/sbin/gdm3
root      1120  1104  0 07:08 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root      1177     2  0 07:08 ?        00:00:00 [iprt-VBoxWQueue]
gdm       1178     1  0 07:08 ?        00:00:00 /lib/systemd/systemd --user
gdm       1180  1178  0 07:08 ?        00:00:00 (sd-pam)
root      1192     2  0 07:08 ?        00:00:00 [iprt-VBoxTscThr]
gdm       1211  1120  0 07:08 tty1     00:00:00 /usr/lib/gdm3/gdm-wayland-session gnome-session --autostart /usr/share/gdm/greeter/autostart
gdm       1213  1178  0 07:08 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gdm       1216  1211  0 07:08 tty1     00:00:00 /usr/lib/gnome-session/gnome-session-binary --autostart /usr/share/gdm/greeter/autostart
gdm       1264  1216  0 07:08 tty1     00:00:52 /usr/bin/gnome-shell
root      1266     1  0 07:08 ?        00:00:01 /usr/sbin/apache2 -k start
root      1284     1  0 07:08 ?        00:00:00 /usr/lib/upower/upowerd
gdm       1343  1264  0 07:08 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -terminate -accessx -core -listen 4 -listen 5 -displayfd 6
gdm       1383  1178  0 07:08 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
gdm       1388  1383  0 07:08 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
gdm       1390  1178  0 07:08 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
gdm       1399  1178  0 07:08 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no
rtkit     1400     1  0 07:08 ?        00:00:00 /usr/lib/rtkit/rtkit-daemon
gdm       1502  1264  0 07:08 tty1     00:00:00 ibus-daemon --xim --panel disable
gdm       1505  1502  0 07:08 tty1     00:00:00 /usr/lib/ibus/ibus-dconf
gdm       1508     1  0 07:08 tty1     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
gdm       1512  1178  0 07:08 ?        00:00:00 /usr/lib/ibus/ibus-portal
gdm       1518  1178  0 07:08 ?        00:00:00 /usr/libexec/xdg-permission-store
root      1534     1  0 07:08 ?        00:00:00 /usr/lib/x86_64-linux-gnu/boltd
root      1537     1  0 07:08 ?        00:00:23 /usr/lib/packagekit/packagekitd
gdm       1553  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
gdm       1556  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
gdm       1557  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
gdm       1561  1216  0 07:08 tty1     00:00:04 /usr/lib/gnome-settings-daemon/gsd-color
gdm       1563  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
gdm       1565  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
gdm       1566  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
gdm       1570  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
gdm       1573  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
gdm       1574  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
gdm       1583  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
gdm       1584  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
gdm       1585  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
gdm       1590  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
gdm       1593  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
gdm       1595  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
gdm       1601  1216  0 07:08 tty1     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
gdm       1612  1502  0 07:08 tty1     00:00:00 /usr/lib/ibus/ibus-engine-simple
colord    1700     1  0 07:08 ?        00:00:00 /usr/lib/colord/colord
root      1835   972  0 07:08 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-wlp3s0.pid -lf /var/lib/NetworkManager/dhclient-0e72b290-0d69-455d-98d1-c7bae959bbf8-wlp3s0.lease -cf /var/lib/NetworkManager/dhclient-wlp3s0.conf wlp3s0
root      1882     1  0 07:08 ?        00:00:33 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
kernoops  1887     1  0 07:08 ?        00:00:01 /usr/sbin/kerneloops --test
whoopsie  1898     1  0 07:08 ?        00:00:00 /usr/bin/whoopsie -f
kernoops  1905     1  0 07:08 ?        00:00:01 /usr/sbin/kerneloops
root      2114     2  0 07:08 ?        00:00:00 bpfilter_umh
root      3628  1104  0 07:08 ?        00:00:00 gdm-session-worker [pam/gdm-password]
darket    3631     1  0 07:08 ?        00:00:00 /lib/systemd/systemd --user
darket    3632  3631  0 07:08 ?        00:00:00 (sd-pam)
darket    3719     1  0 07:09 ?        00:00:02 /usr/bin/gnome-keyring-daemon --daemonize --login
darket    3733  3628  0 07:09 tty2     00:00:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
darket    3735  3733  4 07:09 tty2     00:29:40 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
darket    3782  3631  0 07:09 ?        00:00:04 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
darket    3785  3733  0 07:09 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
darket    3882  3785  0 07:09 ?        00:00:00 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
darket    3891  3631  0 07:09 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
darket    3896  3891  0 07:09 ?        00:00:01 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
darket    3898  3631  0 07:09 ?        00:00:08 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
darket    3919  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfsd
darket    3924  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
darket    3942  3785  6 07:09 tty2     00:45:14 /usr/bin/gnome-shell
darket    3961     1  2 07:09 ?        00:15:17 /usr/bin/pulseaudio --start --log-target=syslog
root      3975     2  0 07:09 ?        00:00:00 [krfcommd]
darket    3980  3942  0 07:09 tty2     00:01:30 ibus-daemon --xim --panel disable
darket    3984  3980  0 07:09 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
darket    3988     1  0 07:09 tty2     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
darket    3991  3631  0 07:09 ?        00:00:00 /usr/lib/ibus/ibus-portal
darket    3995  3631  0 07:09 ?        00:00:00 /usr/libexec/xdg-permission-store
darket    4003  3631  0 07:09 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
darket    4007  3631  0 07:09 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
darket    4037  3631  0 07:09 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
darket    4065  3631  0 07:09 ?        00:00:01 /usr/lib/dconf/dconf-service
darket    4069  3631  0 07:09 ?        00:00:02 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
darket    4078  3631  0 07:09 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
darket    4083  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
darket    4087  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
darket    4092  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
darket    4096  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
darket    4100  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
darket    4102  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
darket    4105  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
darket    4107  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
darket    4110  3785  0 07:09 tty2     00:00:04 /usr/lib/gnome-settings-daemon/gsd-color
darket    4111  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
darket    4114  3785  0 07:09 tty2     00:00:01 /usr/lib/gnome-settings-daemon/gsd-housekeeping
darket    4122  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
darket    4125  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
darket    4130  3785  0 07:09 tty2     00:00:02 /usr/lib/gnome-settings-daemon/gsd-media-keys
darket    4148  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
darket    4149  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
darket    4151  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
darket    4153  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
darket    4155  3785  0 07:09 tty2     00:00:02 /usr/lib/gnome-settings-daemon/gsd-sharing
darket    4160  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
darket    4162  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
darket    4210     1  0 07:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-printer
darket    4231  3785  0 07:09 tty2     00:00:46 clipit
darket    4244  3785  0 07:09 tty2     00:00:04 nautilus-desktop
darket    4245     1  2 07:09 tty2     00:16:33 /usr/share/teams/teams
darket    4247  3785  0 07:09 tty2     00:00:00 /usr/bin/python3 /usr/bin/blueman-applet
darket    4250  3785  0 07:09 tty2     00:00:01 /usr/bin/anydesk --tray
darket    4254  3785  0 07:09 tty2     00:00:00 /usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service
darket    4258  3785  0 07:09 tty2     00:00:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
darket    4280  3919  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
darket    4295  4245  0 07:09 tty2     00:00:00 /usr/share/teams/teams --type=zygote --no-sandbox
darket    4307  3631  0 07:09 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
darket    4336  3980  0 07:09 tty2     00:00:19 /usr/lib/ibus/ibus-engine-simple
darket    4352  3631  0 07:09 ?        00:00:00 /usr/lib/bluetooth/obexd
darket    4366  4307  0 07:09 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx4307x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/4307/2
darket    4404  3631  0 07:09 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
darket    4408  3631  0 07:09 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
darket    4424  4404  0 07:09 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx4404x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/4404/2
darket    4535  4245  3 07:09 tty2     00:21:05 /usr/share/teams/teams --type=gpu-process --enable-features=SharedArrayBuffer --disable-features=SpareRendererForSitePerProcess --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --service-request-channel-token=5965939903055383906
darket    4574  4295  0 07:09 tty2     00:00:01 /usr/share/teams/teams --type=renderer --autoplay-policy=no-user-gesture-required --enable-features=SharedArrayBuffer --disable-features=SpareRendererForSitePerProcess --service-pipe-token=15796189530393343342 --lang=es-419 --app-path=/usr/share/teams/resources/app.asar --user-agent=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) MicrosoftTeams-Preview/1.3.00.5153 Chrome/69.0.3497.128 Electron/4.2.12 Safari/537.36 --node-integration=false --webview-tag=false --no-sandbox --preload=/usr/share/teams/resources/app.asar/lib/renderer/notifications/preload_notifications.js --disable-remote-module --background-color=#fff --electron-shared-settings=eyJjci5jb21wYW55IjoiRWxlY3Ryb24iLCJjci5kdW1wcyI6IiIsImNyLmVuYWJsZWQiOmZhbHNlLCJjci5wcm9kdWN0IjoiRWxlY3Ryb24iLCJjci5zZXNzaW9uIjoiIiwiY3IudXJsIjoiIiwiY3IudmVyc2lvbiI6InY0LjIuMTIifQ== --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=15796189530393343342 --renderer-client-id=7 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101 --msteams-process-type=notificationsManager
darket    4599     1  3 07:09 tty2     00:20:26 /opt/google/chrome/chrome
darket    4605  4599  0 07:09 tty2     00:00:00 cat
darket    4606  4599  0 07:09 tty2     00:00:00 cat
darket    4624  3942  0 07:09 tty2     00:00:10 /usr/bin/openfortigui
darket    4677  4599  0 07:09 tty2     00:00:00 /opt/google/chrome/chrome --type=zygote
darket    4706  4295  4 07:09 tty2     00:31:11 /usr/share/teams/teams --type=renderer --autoplay-policy=no-user-gesture-required --enable-features=SharedArrayBuffer --disable-features=SpareRendererForSitePerProcess --service-pipe-token=8145290634174650533 --lang=es-419 --app-path=/usr/share/teams/resources/app.asar --user-agent=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) MicrosoftTeams-Preview/1.3.00.5153 Chrome/69.0.3497.128 Electron/4.2.12 Safari/537.36 --node-integration=false --webview-tag=true --no-sandbox --preload=/usr/share/teams/resources/app.asar/lib/renderer/preload.js --disable-remote-module --background-color=#fff --electron-shared-settings=eyJjci5jb21wYW55IjoiRWxlY3Ryb24iLCJjci5kdW1wcyI6IiIsImNyLmVuYWJsZWQiOmZhbHNlLCJjci5wcm9kdWN0IjoiRWxlY3Ryb24iLCJjci5zZXNzaW9uIjoiIiwiY3IudXJsIjoiIiwiY3IudmVyc2lvbiI6InY0LjIuMTIifQ== --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=8145290634174650533 --renderer-client-id=10 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101 --msteams-process-type=mainWindow
darket    4720  4677  0 07:09 tty2     00:00:00 /opt/google/chrome/nacl_helper
darket    4724  4677  0 07:09 tty2     00:00:00 /opt/google/chrome/chrome --type=zygote
darket    4745  4599  2 07:09 tty2     00:18:14 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=7584885245873257106,5086579070513266480,131072 --gpu-preferences=MAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAAAAAAAAAA= --shared-files
darket    4750  4599  0 07:09 tty2     00:04:00 /opt/google/chrome/chrome --type=utility --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --service-sandbox-type=network --disable-webrtc-apm-in-audio-service --shared-files
darket    4793  4724  0 07:09 tty2     00:00:14 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=8 --no-v8-untrusted-code-mitigations --shared-files
darket    4795  4724  0 07:09 tty2     00:00:54 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files
darket    4831  4724  0 07:09 tty2     00:00:10 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files
darket    4856  4724  0 07:09 tty2     00:00:07 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --shared-files
darket    4943  4724  2 07:09 tty2     00:18:56 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=10 --no-v8-untrusted-code-mitigations --shared-files
root      4956  4624  0 07:09 tty2     00:00:00 sudo /usr/bin/openfortigui --start-vpn --vpn-name SSL VPN --main-config /home/darket/.openfortigui/main.conf
root      4960  4956  0 07:09 tty2     00:00:14 /usr/bin/openfortigui --start-vpn --vpn-name SSL VPN --main-config /home/darket/.openfortigui/main.conf
root      5013  4960  0 07:09 pts/0    00:00:00 /usr/sbin/pppd 115200 :192.0.2.1 noipdefault noaccomp noauth default-asyncmap nopcomp receive-all nodefaultroute nodetach lcp-max-configure 40 mru 1354 usepeerdns logfd 2
darket    5037  4724  2 07:09 tty2     00:16:55 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=7584885245873257106,5086579070513266480,131072 --lang=es-419 --extension-process --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=9 --no-v8-untrusted-code-mitigations --shared-files
